X Grid Position, Y  Grid Position, VecX, VecY, VecZ
0,0,0.5011066,-0.1994101,0.001122653
0,1,0.5082319,-0.2107503,0.5050761
0,2,0.8476295,-0.4110158,0.9948795
0,3,0.9455633,-0.5847781,1.48734
0,4,0.9788747,-0.6964308,1.984548
0,5,0.9932079,-0.7722677,2.484742
0,6,1.00047,-0.8256393,2.986717
0,7,1.004494,-0.8626396,3.489814
0,8,1.006717,-0.8861768,3.993625
0,9,1.007722,-0.8976588,4.497835
0,10,1.007722,-0.8976591,5.002165
0,11,1.006717,-0.8861772,5.506375
0,12,1.004494,-0.8626395,6.010185
0,13,1.000471,-0.8256395,6.513283
0,14,0.9932079,-0.7722681,7.015258
0,15,0.9788751,-0.696432,7.515453
0,16,0.9455639,-0.5847797,8.01266
0,17,0.8476306,-0.411017,8.505115
0,18,0.5082331,-0.2107506,8.994918
0,19,0.5010933,-0.1994087,9.498893
1,0,0.4893847,-0.7360021,-0.0075164
1,1,0.487153,-0.7359885,0.4943357
1,2,0.4885921,-0.7797503,0.9958082
1,3,0.4900865,-0.820262,1.495906
1,4,0.4915546,-0.8566775,1.996154
1,5,0.4929135,-0.8881747,2.496562
1,6,0.4940906,-0.9140911,2.997128
1,7,0.4950248,-0.9339261,3.497836
1,8,0.4956724,-0.9473306,3.998654
1,9,0.4960032,-0.9540851,4.499544
1,10,0.4960032,-0.9540851,5.000456
1,11,0.4956724,-0.9473306,5.501346
1,12,0.4950248,-0.9339261,6.002164
1,13,0.4940906,-0.9140911,6.502872
1,14,0.4929135,-0.8881747,7.003438
1,15,0.4915546,-0.8566775,7.503846
1,16,0.4900865,-0.8202621,8.004093
1,17,0.4885921,-0.7797504,8.504188
1,18,0.487153,-0.7359886,9.005663
1,19,0.4893847,-0.7360021,9.507516
2,0,0.5071041,-1.270487,-0.01757058
2,1,0.5206538,-1.282318,0.481243
2,2,0.163753,-1.179635,0.9955163
2,3,0.06797951,-1.096879,1.50247
2,4,0.03624336,-1.063671,2.005571
2,5,0.02347204,-1.05398,2.506337
2,6,0.01773196,-1.054382,3.005813
2,7,0.01502377,-1.058288,3.504555
2,8,0.01376091,-1.062307,4.002877
2,9,0.01326212,-1.064685,4.500977
2,10,0.01326193,-1.064684,4.999023
2,11,0.01376104,-1.062307,5.497118
2,12,0.01502326,-1.058289,5.995445
2,13,0.01773198,-1.054382,6.494184
2,14,0.02347186,-1.05398,6.993663
2,15,0.03624292,-1.06367,7.494426
2,16,0.06797927,-1.096878,7.997534
2,17,0.1637529,-1.179635,8.504482
2,18,0.5206516,-1.282318,9.018749
2,19,0.5071044,-1.270487,9.517572
3,0,1.132724,-1.619441,-0.02745301
