X Grid Position, Y  Grid Position, VecX, VecY, VecZ
14,4,6.047089,0.2202693,2
14,5,6.028367,0.177407,2.5
14,6,6.018304,0.1484997,3
14,7,6.018304,0.1484997,3.5
14,8,6.018304,0.1484997,4
14,9,6.018304,0.1484997,4.5
14,10,6.018304,0.1484997,5
14,11,6.018304,0.1484997,5.5
14,12,6.018304,0.1484997,6
14,13,6.018304,0.1484997,6.5
14,14,6.028367,0.177407,7
14,15,6.047089,0.2202693,7.5
14,16,6.08771,0.2885284,8
14,17,6.198218,0.4017445,8.5
14,18,6.573171,0.4956456,9
14,19,6.573171,0.4956456,9.5
