X Grid Position, Y  Grid Position, VecX, VecY, VecZ
10,4,5.195371,-1.478454,1.998848
10,5,5.271119,-1.613549,2.50088
10,6,5.296053,-1.655279,2.996848
10,7,5.267985,-1.622697,3.5
10,8,5.296053,-1.655279,4.003154
10,9,5.271118,-1.613549,4.499121
10,10,5.195371,-1.478454,5.001151
10,11,5.167565,-1.401109,5.503398
10,12,5.211297,-1.49633,6.002556
10,13,5.109042,-1.258141,6.501949
10,14,5.053222,-1.055203,7.001388
11,0,5.554449,-0.9284225,-0.001117794
11,1,5.630028,-1.123581,0.4981872
11,2,5.811601,-1.376671,0.9972411
11,3,5.729349,-1.277742,1.496184
11,4,5.741845,-1.314511,1.998816
11,5,5.885463,-1.459094,2.500767
11,6,5.917076,-1.487282,2.996796
11,7,5.835612,-1.430677,3.5
11,8,5.917076,-1.487281,4.0032
11,9,5.885463,-1.459093,4.499233
11,10,5.741846,-1.314511,5.001175
11,11,5.729349,-1.277742,5.503818
11,12,5.8116,-1.376671,6.002768
11,13,5.630029,-1.123581,6.501812
11,14,5.55445,-0.9284229,7.001118
12,0,6.25561,-0.9769362,-0.008803771
12,1,6.126235,-0.9229628,0.5012625
12,2,6.132004,-0.9511135,0.9897619
12,3,6.263863,-1.008988,1.493406
12,4,6.490716,-1.079252,1.999625
12,5,6.264941,-1.046564,2.496628
12,6,6.256731,-1.062882,3.000283
12,7,6.47211,-1.117925,3.5
12,8,6.256729,-1.062882,3.999717
12,9,6.264939,-1.046563,4.503373
12,10,6.490716,-1.079252,5.000377
12,11,6.263863,-1.008989,5.506597
12,12,6.132003,-0.9511119,6.010237
12,13,6.126236,-0.9229633,6.498738
12,14,6.255611,-0.9769374,7.008803
13,0,6.503721,-0.5057411,0.0004156871
13,1,6.502441,-0.5398747,0.5005116
13,2,6.501025,-0.5727373,1.000635
13,3,6.503192,-0.5346442,1.500481
13,4,6.502326,-0.5559613,2.000737
13,5,6.501488,-0.5741339,2.501017
13,6,6.500713,-0.5843355,2.999661
13,7,6.500638,-0.5864423,3.5
13,8,6.500713,-0.5843356,4.000339
13,9,6.501488,-0.5741339,4.498987
13,10,6.502326,-0.5559613,4.999262
13,11,6.503192,-0.5346441,5.499519
13,12,6.501025,-0.5727372,5.999367
13,13,6.502441,-0.5398746,6.499491
13,14,6.503721,-0.5057409,6.999592
14,0,6.735658,-0.04668844,0.00918074
14,1,6.853385,-0.1687617,0.4997909
14,2,6.859254,-0.1898211,1.011719
14,3,6.740408,-0.06617099,1.507384
14,4,6.529806,-0.02468123,2.001755
14,5,6.742325,-0.09502181,2.505498
14,6,6.734086,-0.1089746,2.999034
14,7,6.513212,-0.05843787,3.5
14,8,6.734087,-0.1089748,4.000968
14,9,6.742325,-0.09502243,4.494501
14,10,6.529805,-0.02468262,4.998241
14,11,6.74041,-0.06617122,5.492626
14,12,6.859254,-0.1898221,5.988282
14,13,6.853381,-0.1687552,6.500184
14,14,6.735656,-0.046687,6.990816
