X Grid Position, Y  Grid Position, VecX, VecY, VecZ
6,7,2.89461,-2.170361,3.494529
6,8,2.883374,-2.240126,3.999956
6,9,2.880378,-2.267557,4.49312
6,10,2.884377,-2.258894,5
6,11,2.880378,-2.267557,5.50688
6,12,2.883374,-2.240126,6.000049
6,13,2.89461,-2.170361,6.505472
6,14,2.898938,-2.115259,7.01065
6,15,2.910708,-2.021349,7.510601
6,16,2.930626,-1.87277,8.012436
6,17,2.944598,-1.734843,8.513858
6,18,2.936024,-1.786567,9.017116
6,19,2.960564,-1.567596,9.515188
6,20,2.977459,-1.360307,10.01298
7,0,3.5,-1.374127,-0.01309014
7,1,3.5,-1.578706,0.4848137
7,2,3.5,-1.792819,0.9830426
7,3,3.5,-1.743201,1.486338
7,4,3.5,-1.883368,1.987725
7,5,3.5,-2.030169,2.489624
7,6,3.5,-2.126022,2.989593
7,7,3.5,-2.184906,3.494658
7,8,3.5,-2.253514,4.000031
7,9,3.5,-2.281866,4.493264
7,10,3.5,-2.275707,5
7,11,3.5,-2.281866,5.506736
7,12,3.5,-2.253513,5.999984
7,13,3.5,-2.184906,6.50534
7,14,3.5,-2.126022,7.010409
7,15,3.5,-2.030169,7.510375
7,16,3.5,-1.883368,8.01227
7,17,3.5,-1.743202,8.513658
7,18,3.5,-1.79282,9.016953
7,19,3.5,-1.578707,9.515182
7,20,3.5,-1.374126,10.01309
8,0,4.022541,-1.360308,-0.01298081
8,1,4.039439,-1.567596,0.484813
8,2,4.063981,-1.786567,0.9828817
8,3,4.055401,-1.734844,1.486148
8,4,4.069377,-1.872769,1.98756
8,5,4.089295,-2.021349,2.4894
8,6,4.101058,-2.115258,2.989352
8,7,4.10539,-2.170361,3.494529
8,8,4.116627,-2.240126,3.999956
8,9,4.119625,-2.267557,4.49312
8,10,4.115622,-2.258894,5
8,11,4.119625,-2.267557,5.50688
8,12,4.116627,-2.240126,6.000049
8,13,4.10539,-2.170361,6.505472
8,14,4.101059,-2.115259,7.01065
8,15,4.089295,-2.021348,7.510601
8,16,4.069377,-1.87277,8.012436
8,17,4.055401,-1.734843,8.513858
8,18,4.063981,-1.786567,9.017116
8,19,4.039438,-1.567596,9.515188
8,20,4.022541,-1.360307,10.01298
9,0,4.543054,-1.315911,-0.01257432
9,1,4.579404,-1.530282,0.4849136
9,2,4.636147,-1.763966,0.9824991
9,3,4.61533,-1.705388,1.485675
9,4,4.64255,-1.83429,1.987208
9,5,4.688204,-1.988547,2.488844
9,6,4.711641,-2.075694,2.988731
9,7,4.71573,-2.117958,3.494238
9,8,4.742613,-2.192011,3.999804
9,9,4.748047,-2.216552,4.492729
9,10,4.73525,-2.199413,5
9,11,4.748047,-2.216552,5.507271
9,12,4.742613,-2.192009,6.000217
9,13,4.71573,-2.117959,6.505762
9,14,4.711641,-2.075695,7.011268
9,15,4.688204,-1.988547,7.511155
9,16,4.64255,-1.834291,8.012792
